Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
603,Integration with third-party tool broken,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,High,Chat
604,App keeps crashing on launch,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,High,Chat
605,Question about my last invoice,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Email
606,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Email
607,Subscription renewed at wrong price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Email
608,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Critical,Email
609,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Social media
610,Want to cancel my subscription,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Chat
611,"Product did not work as advertised, want refund","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Social media
612,Charged twice for the same subscription,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Chat
613,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Critical,Social media
614,Unable to log into my account,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,Medium,Social media
615,Subscription renewed at wrong price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Email
616,Please cancel my account,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Social media
617,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Email
618,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Critical,Phone
619,Integration with third-party tool broken,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Chat
620,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Phone
621,Question about upgrading my plan,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Social media
622,"Product did not work as advertised, want refund","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Phone
623,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Critical,Chat
624,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
625,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Chat
626,Integration with third-party tool broken,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Chat
627,Unexpected charge on my card,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Phone
628,App keeps crashing on launch,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,High,Chat
629,Cannot connect to the server,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Social media
630,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
631,Subscription renewed at wrong price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Social media
632,"Product did not work as advertised, want refund","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Chat
633,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
634,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
635,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,High,Chat
636,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Phone
637,Subscription renewed at wrong price,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,High,Phone
638,Want to cancel my subscription,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
639,Refund needed for accidental purchase,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Email
640,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Critical,Social media
641,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Email
642,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Email
643,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Email
644,Cannot connect to the server,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Critical,Chat
645,Unable to log into my account,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Social media
646,Mobile app stuck on loading screen,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,High,Social media
647,Charged twice for the same subscription,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Chat
648,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
649,Mobile app stuck on loading screen,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Phone
650,Mobile app stuck on loading screen,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Social media
651,Charged twice for the same subscription,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Phone
652,Integration with third-party tool broken,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Social media
653,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Social media
654,Unexpected charge on my card,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Social media
655,Software freezes during export,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Chat
656,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Email
657,Cannot connect to the server,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Critical,Chat
658,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Social media
659,Comparing plan tiers,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Email
660,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Social media
661,Question about my last invoice,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Chat
662,Mobile app stuck on loading screen,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Critical,Social media
663,Subscription renewed at wrong price,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Phone
664,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Social media
665,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Email
666,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
667,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Email
668,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Social media
669,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Social media
670,Invoice total does not match plan price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Social media
671,Mobile app stuck on loading screen,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
672,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Phone
673,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Critical,Email
674,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Critical,Social media
675,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Email
676,Need clarification on billing cycle,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Social media
677,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Chat
678,Software freezes during export,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Low,Email
679,Question about my last invoice,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Chat
680,Integration with third-party tool broken,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Critical,Chat
681,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Email
682,Sync feature not working,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,Medium,Social media
683,Need clarification on billing cycle,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Phone
684,Unexpected charge on my card,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Email
685,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Low,Chat
686,Subscription renewed at wrong price,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Phone
687,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Chat
688,Invoice total does not match plan price,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Phone
689,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Critical,Social media
690,"Product did not work as advertised, want refund","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Social media
691,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
692,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Social media
693,Cannot connect to the server,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,High,Phone
694,Refund needed for accidental purchase,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Chat
695,Mobile app stuck on loading screen,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
696,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,High,Social media
697,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Chat
698,Comparing plan tiers,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
699,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
700,"Product did not work as advertised, want refund","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Chat
701,"Product did not work as advertised, want refund","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Phone
702,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Email
703,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Chat
704,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Social media
705,Website is throwing a 500 error,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Critical,Phone
706,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Chat
707,Integration with third-party tool broken,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Chat
708,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Chat
709,Invoice total does not match plan price,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Email
710,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Social media
711,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Chat
712,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Chat
713,App keeps crashing on launch,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Medium,Phone
714,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Phone
715,Charged twice for the same subscription,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Phone
716,Please cancel my account,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,High,Chat
717,"Duplicate charge, please refund immediately","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Chat
718,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Chat
719,Subscription renewed at wrong price,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Chat
720,Cannot connect to the server,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Phone
721,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Email
722,Unable to log into my account,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Email
723,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Chat
724,Software freezes during export,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Phone
725,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Email
726,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Email
727,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,High,Chat
728,"Duplicate charge, please refund immediately","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Social media
729,Subscription renewed at wrong price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Email
730,Unable to log into my account,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,High,Social media
731,Charged twice for the same subscription,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Low,Email
732,"Product did not work as advertised, want refund","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Critical,Phone
733,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Low,Chat
734,Software freezes during export,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Phone
735,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,High,Email
736,Website is throwing a 500 error,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Medium,Social media
737,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
738,Charged twice for the same subscription,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Social media
739,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Chat
740,Website is throwing a 500 error,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Critical,Chat
741,Mobile app stuck on loading screen,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,High,Social media
742,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Email
743,Need clarification on billing cycle,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Low,Social media
744,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Phone
745,Sync feature not working,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
746,How do I cancel my plan,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Social media
747,Invoice total does not match plan price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Low,Chat
748,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,High,Email
749,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Phone
750,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Chat
751,Integration with third-party tool broken,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,High,Social media
752,Integration with third-party tool broken,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Social media
753,Unable to log into my account,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Email
754,Software freezes during export,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,High,Social media
755,Refund needed for accidental purchase,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Social media
756,"Duplicate charge, please refund immediately","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Email
757,Sync feature not working,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Phone
758,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
759,How do I cancel my plan,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Chat
760,Charged twice for the same subscription,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Chat
761,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Low,Email
762,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Critical,Email
763,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Social media
764,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Chat
765,Mobile app stuck on loading screen,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Social media
766,How do I cancel my plan,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Phone
767,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Phone
768,Asking about enterprise features,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Phone
769,"Product did not work as advertised, want refund","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Phone
770,Cannot connect to the server,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,High,Social media
771,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Email
772,Mobile app stuck on loading screen,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Low,Email
773,Unexpected charge on my card,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Critical,Phone
774,Charged twice for the same subscription,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Chat
775,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Email
776,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Phone
777,Mobile app stuck on loading screen,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Phone
778,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Chat
779,Comparing plan tiers,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,High,Phone
780,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Chat
781,Website is throwing a 500 error,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,High,Email
782,Want to cancel my subscription,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Phone
783,Question about my last invoice,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Email
784,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Low,Phone
785,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Phone
786,Cannot connect to the server,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Critical,Email
787,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Social media
788,Cannot connect to the server,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Critical,Phone
789,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Social media
790,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
791,Subscription renewed at wrong price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Chat
792,Cannot connect to the server,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Critical,Email
793,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Phone
794,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
795,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Email
796,Sync feature not working,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Critical,Social media
797,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Email
798,Charged twice for the same subscription,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Email
799,Unable to log into my account,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Phone
800,Question about upgrading my plan,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,High,Social media
801,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Email
802,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Email
803,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Email
804,Refund needed for accidental purchase,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Social media
805,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Chat
806,Subscription renewed at wrong price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Phone
807,Unexpected charge on my card,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Phone
808,Website is throwing a 500 error,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Low,Social media
809,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Phone
810,Need clarification on billing cycle,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Chat
811,Question about my last invoice,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Phone
812,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Email
813,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Email
814,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
815,Refund needed for accidental purchase,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Chat
816,Software freezes during export,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Critical,Phone
817,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Phone
818,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Social media
819,Charged twice for the same subscription,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Chat
820,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Phone
821,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Phone
822,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Email
823,"Product did not work as advertised, want refund","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Email
824,App keeps crashing on launch,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,High,Social media
825,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
826,Unexpected charge on my card,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Phone
827,Need clarification on billing cycle,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Social media
828,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Chat
829,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
830,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Social media
831,Charged twice for the same subscription,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Email
832,Invoice total does not match plan price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Social media
833,App keeps crashing on launch,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,Low,Phone
834,"Product did not work as advertised, want refund","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Phone
835,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
836,Comparing plan tiers,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Phone
837,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Chat
838,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Phone
839,Question about my last invoice,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Low,Email
840,Need clarification on billing cycle,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,High,Social media
841,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
842,Sync feature not working,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Low,Chat
843,Subscription renewed at wrong price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Low,Chat
844,Website is throwing a 500 error,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,Critical,Social media
845,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,High,Chat
